NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,The Who,Slip Kid -The Who By Numbers,,,,116,1
BAGeL Radio,A,The Mary Onettes,Slow -The Mary Onettes,,,,94,1
BAGeL Radio,A,Ask For Joy,Slow Kiss -New Private Window,,,,82,1
BAGeL Radio,A,Surfer Blood,Slow Six -Pythons,,,,167,1
BAGeL Radio,A,Siouxsie & The Banshees,Slowdive -A Kiss In The Dreamhouse,,,,102,1
BAGeL Radio,A,Squid,Sludge (radio edit) -Sludge (single),,,,276,2
BAGeL Radio,A,Jake Bugg,Slumville Sunrise -Shangri La,,,,92,1
BAGeL Radio,A,HIJK,Smells Like Cigarettes -The Pen And The Letter,,,,187,1
BAGeL Radio,A,Nirvana,Smells Like Teen Spirit -Nevermind,,,,113,1
BAGeL Radio,A,Yak,Smile -Alas Salvation,,,,86,1
BAGeL Radio,A,The Stormalongs,Smoke -Scherzophrenic,,,,102,1
BAGeL Radio,A,Ben Franklin,Snail Mail-Valentine,,,,210,2
BAGeL Radio,A,Glory,Snail Mail-Valentine,,,,80,1
BAGeL Radio,A,Junip,So Clear -Junip,,,,145,1
BAGeL Radio,A,Warpaint,So Good -Heads Up,,,,130,1
BAGeL Radio,A,Dandelion,So It Must Be True  - The Greeting Committee,,,,380,3
BAGeL Radio,A,The Greeting Committee,So It Must Be True -Dandelion,,,,595,5
BAGeL Radio,A,Tiger High,So Long -Catacombs After Party,,,,195,1
BAGeL Radio,A,Candace,So Long -This Happening,,,,119,1
BAGeL Radio,A,Depeche Mode,So Much Love -Spirit,,,,180,1
BAGeL Radio,A,The Pack A.D.,So What -Positive Thinking,,,,90,1
BAGeL Radio,A,Houses,Soak It Up -All Night,,,,179,1
BAGeL Radio,A,Sarah Bethe Nelson,Soft Eyes -Fast Moving Clouds,,,,92,1
BAGeL Radio,A,Autolux,Soft Scene -Pussy's Dead,,,,152,1
BAGeL Radio,A,Scent,Soft Scoop -Roadside Cherry [EP],,,,176,1
BAGeL Radio,A,Maps & Atlases,Solid Ground -Perch Patchwork,,,,107,1
BAGeL Radio,A,Peter Gabriel,Solsbury Hill -Hit (Disc 1),,,,147,1
BAGeL Radio,A,El Perro Del Mar,Somebody's Baby -From The Valley To The Stars,,,,97,1
BAGeL Radio,A,Paragon Cause,Someone Else -Lies Between Us [EP],,,,95,1
BAGeL Radio,A,LCD Soundsystem,Someone Great -Sound Of Silver,,,,139,1
BAGeL Radio,A,Nada Surf,Something I Should Do -Never Not Together,,,,110,1
BAGeL Radio,A,The Limbos,Something In The Water -Eeny Meeny,,,,398,3
BAGeL Radio,A,Silver Starling,Something Over Nothing -Silver Starling,,,,95,1
BAGeL Radio,A,Kyle Avallone,Somewhere You Can't Find Me -Last Minute Man,,,,129,1
BAGeL Radio,A,Honduras,Son -Morality Cuts,,,,78,1
BAGeL Radio,A,The Pack A.D.,Sorrow -Positive Thinking,,,,92,1
BAGeL Radio,A,Hüsker Dü,Sorry Somehow -Candy Apple Grey,,,,103,1
BAGeL Radio,A,Death Cab For Cutie,Soul Meets Body (Radio Edit) -Soul Meets Body (Single),,,,144,1
BAGeL Radio,A,The The,Soul Mining -Soul Mining,,,,133,1
BAGeL Radio,A,Bettie Serveert,Souls Travel -Pharmacy Of Love,,,,121,1
BAGeL Radio,A,Portishead,Sour Times -Dummy,,,,109,1
BAGeL Radio,A,Nana Grizol,South Somewhere Else -South Somewhere Else,,,,105,1
BAGeL Radio,A,A Scandal in Bohemia / Sex & Travel,Southern Mark Smith (Big Return)  - The Jazz Butcher,,,,266,2
BAGeL Radio,A,The Jazz Butcher,Southern Mark Smith (Big Return) -A Scandal In Bohemia,,,,40,1
BAGeL Radio,A,The Kumari,Space Witch -The Kumari,,,,90,1
BAGeL Radio,A,Siouxsie & the Banshees,Spellbound -Juju,,,,112,1
BAGeL Radio,A,Danny Malone,Spiderlegs -Balloons,,,,130,1
BAGeL Radio,A,Black Rebel Motorcycle Club,Spread Your Love -B.R.M.C.,,,,112,1
BAGeL Radio,A,Ex Cops,Spring Break (Birthday Song) -True Hallucinations,,,,96,1
BAGeL Radio,A,Ashley,Sprints-Manifesto [EP],,,,225,3
BAGeL Radio,A,Manifesto,Sprints-Manifesto [EP],,,,67,1
BAGeL Radio,A,The Black Lips,Squatting in Heaven -Satan's Graffiti or God's Art?,,,,87,1
BAGeL Radio,A,Pamphlets,Squid-Bright Green Field,,,,112,1
BAGeL Radio,A,Pixies,St. Nazaire -Beneath the Eyrie,,,,107,1
BAGeL Radio,A,Buildings Breeding,Stacking Up Reasons -Buildings Breeding,,,,135,1
BAGeL Radio,A,Real Estate,Stained Glass -In Mind,,,,94,1
BAGeL Radio,A,The Rural Alberta Advantage,Stamp -Departing,,,,103,1
BAGeL Radio,A,Franz Ferdinand,"Stand On the Horizon -Right Thoughts, Right Words, Right Action",,,,109,1
BAGeL Radio,A,Levitation Room,Standing In The Rain -Ethos,,,,178,1
BAGeL Radio,A,TV On The Radio,"Staring At The Sun -Desperate Youth, Blood Thirsty Babes",,,,99,1
BAGeL Radio,A,Sorry,Starstruck -925,,,,113,1
BAGeL Radio,A,The National,Start A War -Boxer,,,,78,1
BAGeL Radio,A,Gogol Bordello,Start Wearing Purple -Gypsy Punks: Underdog World Strike,,,,94,1
BAGeL Radio,A,Radio 4,State Of Alert -NME & MTV2 Presents SXSW The Best New Bands Showcase 2005,,,,189,1
BAGeL Radio,A,Sports Team,Stations of the Cross -Deep Down Happy,,,,108,1
BAGeL Radio,A,Speaker Speaker,Statues/Shadows -Call It Off,,,,88,1
BAGeL Radio,A,Wax Chattels,Stay Disappointed -Wax Chattels,,,,108,1
BAGeL Radio,A,Talking Heads,Stay Hungry -More Songs About Buildings and Food,,,,80,1
BAGeL Radio,A,Susan,Stay Too -Never Enough,,,,107,1
BAGeL Radio,A,Teenage Fanclub,Steady State -Here,,,,98,1
BAGeL Radio,A,Hum,Step Into You -Inlet,,,,128,1
BAGeL Radio,A,Reigning Sound,Stick Up For Me -Love and Curses,,,,177,1
BAGeL Radio,A,Unnatural Helpers,Stiff Wind -Land Grab,,,,100,1
BAGeL Radio,A,Bears,Still Alright -Bears,,,,105,1
BAGeL Radio,A,Mark Lanegan,Stitch It Up -Somebody's Knocking,,,,89,1
BAGeL Radio,A,Les Big Byrd,Stockholm Death Star -Stockholm Death Star,,,,97,1
BAGeL Radio,A,Scotland Yard Gospel Choir,Stop -...And The Horse You Rode In On,,,,91,1
BAGeL Radio,A,Radiohead,Stop Whispering -Pablo Honey,,,,110,1
BAGeL Radio,A,Pixies,Stormy Weather -Bossanova,,,,107,1
BAGeL Radio,A,Galaxie 500,Strange -On Fire,,,,95,1
BAGeL Radio,A,Andy Partridge,Strawberry Fields Forever -Fuzzy Warbles Vol. 3,,,,70,1
BAGeL Radio,A,The Beatles,Strawberry Fields Forever -Magical Mystery Tour,,,,93,1
BAGeL Radio,A,Grady Strange,Strawberry Hotel -Getting Stranger,,,,334,3
BAGeL Radio,A,Bad Waitress,Strawberry Milkshake -No Taste,,,,392,4
BAGeL Radio,A,The Go-Betweens,Streets Of Your Town -16 Lovers Lane,,,,97,1
BAGeL Radio,A,The Smiths,Stretch Out And Wait -Louder Than Bombs,,,,89,1
BAGeL Radio,A,Ske,"Stuff -Llife, Death, Happiness & Stuff",,,,243,2
BAGeL Radio,A,Goblin Cock,Stumped -Bagged and Boarded (advance),,,,125,1
BAGeL Radio,A,Cherry Glazerr,Stupid Fish -Stuffed & Ready,,,,120,1
BAGeL Radio,A,"Half In, Half Out",Stupid Girl  - The Kundalini Genie,,,,217,2
BAGeL Radio,A,The Kundalini Genie,"Stupid Girl -Half In, Half Out",,,,495,5
BAGeL Radio,A,PS I Love You,Subdivisions -Figure It Out,,,,114,1
BAGeL Radio,A,N. Lannon,Submarine -Falling Inside,,,,179,1
BAGeL Radio,A,The Drums,Submarine -Summertime!,,,,81,1
BAGeL Radio,A,Mattiel,Subterranean Shut-in Blues -QUARANTUNES: Songs From Self&#8203;-&#8203;Isolation #1,,,,109,1
BAGeL Radio,A,Mattiel,Subterranean Shut-in Blues -QUARANTUNES: Songs From Self​-​Isolation #1,,,,90,1
BAGeL Radio,A,New Radiant Storm King,Subway Token -Leftover Blues (1991-2003),,,,137,1
BAGeL Radio,A,Vivian Girls,Such A Joke -Vivian Girls,,,,70,1
BAGeL Radio,A,Mudhoney,Suck You Dry -Piece Of Cake,,,,73,1
BAGeL Radio,A,French Vanilla,Suddenly -How Am I Not Myself?,,,,179,1
BAGeL Radio,A,Bear Colony,Suffocation -We Came Here To Die,,,,95,1
BAGeL Radio,A,The Archies,"Sugar, Sugar -Sugar, Sugar b/w  Melody Hill",,,,106,1
BAGeL Radio,A,Buffalo Tom,Summer -Sleepy Eyed,,,,164,1
BAGeL Radio,A,Pavement,Summer Babe [Winter Version] -Slanted & Enchanted: Luxe & Reduxe (Disc 1),,,,94,1
BAGeL Radio,A,Tweedy,Summer Noon  -Sukierae,,,,110,1
BAGeL Radio,A,Alex Henry Foster,Summertime Departures -Windows in the Sky,,,,150,1
BAGeL Radio,A,Fonda,Summertime Flight -Better Days,,,,81,1
BAGeL Radio,A,Kristin Hersh,Sun Blown -Wyatt at the Coyote Palace,,,,75,1
BAGeL Radio,A,The Grizzled Mighty,Sun Valley -Confetti Teeth,,,,114,1
BAGeL Radio,A,Sonic Youth,Sunday -A Thousand Leaves,,,,127,1
BAGeL Radio,A,Night Beats,Sunday Mourning -Who Sold My Generation,,,,483,3
BAGeL Radio,A,The Cinematics,Sunday Sun -Cinematics,,,,92,1
BAGeL Radio,A,Cool Ghouls,Sundial -Animal Races,,,,101,1
BAGeL Radio,A,Sink Tapes,Super Happy -How You Mean,,,,97,1
BAGeL Radio,A,A Place To Bury Strangers,Supermaster -Transfixiation,,,,89,1
BAGeL Radio,A,Amazing Baby,Supreme Being (explicit) -Supreme Being,,,,124,1
BAGeL Radio,A,Beastie Boys,Sure Shot -Ill Communication,,,,168,1
BAGeL Radio,A,Little Barrie,Surf Hell -King Of The Waves,,,,88,1
BAGeL Radio,A,Raw Milk,Surface Wake -Cigarettes & Drugs,,,,87,1
BAGeL Radio,A,Big Star,Surfbort-Keep on Truckin',,,,94,1
BAGeL Radio,A,Dicks in Space,Surfbort-Keep on Truckin',,,,107,1
BAGeL Radio,A,Lot Lizard 93,Surfbort-Keep on Truckin',,,,83,1
BAGeL Radio,A,Youth Group Therapy,Surfbort-Keep on Truckin',,,,87,1
BAGeL Radio,A,Happyness,Surfer Girl -Tunnel Vision On Your Part [EP],,,,94,1
BAGeL Radio,A,Cramps,Surfin' Bird -Psychedelic Jungle/Gravest Hits,,,,125,1
BAGeL Radio,A,Wire,Surgeon's Girl -Pink Flag,,,,175,1
BAGeL Radio,A,The Clutters,Surrender -Don't Believe A Word,,,,130,1
BAGeL Radio,A,Secret Arcade,Suspect -Quarter Century,,,,186,1
BAGeL Radio,A,The Smiths,Sweet And Tender Hooligan -Louder Than Bombs,,,,108,1
BAGeL Radio,A,Bloodshot Bill,Switchin' Gears -Get Loose or Get Lost,,,,119,1
BAGeL Radio,A,Iggy And The Stooges,T.V. Eye -Fun House,,,,151,1
BAGeL Radio,A,Magdalene,TRAITRS-Horses In The Abattoir,,,,224,2
BAGeL Radio,A,Black Flag,TV Party -Damaged,,,,104,1
BAGeL Radio,A,TV or Not TV,TV or Not TV  - Liily,,,,227,2
BAGeL Radio,A,Liily,TV or Not TV -TV or Not TV,,,,499,5
BAGeL Radio,A,Sissy Wish,Table 44 -Beauties Never Die,,,,101,1
BAGeL Radio,A,Fantasy Island,Take A Chance  - Clinic,,,,198,2
BAGeL Radio,A,Clinic,Take A Chance -Fantasy Island,,,,557,6
BAGeL Radio,A,Bright Eyes,Take It Easy (Love Nothing) -Digital Ash In A Digital Urn,,,,92,1
BAGeL Radio,A,Rogue Wave,Take It Slow -Delusions of Grand Fur,,,,109,1
BAGeL Radio,A,Film School,Take What You Need -We Weren't Here,,,,332,3
BAGeL Radio,A,Chime School,Taking Time to Tell You  - Chime School,,,,228,2
BAGeL Radio,A,Chime School,Taking Time to Tell You -Chime School,,,,464,5
BAGeL Radio,A,Cities,Talking Heads-Fear Of Music,,,,78,1
BAGeL Radio,A,The Mango Furs,Tangerine -Inner Migrations,,,,105,1
BAGeL Radio,A,La Femme,Tatiana -Mystère,,,,110,1
BAGeL Radio,A,Guardian Singles,Tea Lights Exploding  - Guardian Singles,,,,203,2
BAGeL Radio,A,Guardian Singles,Tea Lights Exploding -Guardian Singles,,,,455,5
BAGeL Radio,A,Scotland Yard Gospel Choir,Tear Down The Opera House -...And The Horse You Rode In On,,,,94,1
BAGeL Radio,A,Crocodiles,Teardrop Guitar -Crimes of Passion,,,,150,1
BAGeL Radio,A,Summer Twins,Teardrops on My Pillow -Summer Twins,,,,114,1
BAGeL Radio,A,Bauhaus,Telegram Sam -Telegram Sam (single),,,,241,2
BAGeL Radio,A,The Noise Figures,Telepath -Telepath,,,,392,3
BAGeL Radio,A,Vanishing Twin,Telescope -Choose You Own Adventure,,,,83,1
BAGeL Radio,A,Cold War Kids,Tell Me In The Morning -With Our Wallets Full,,,,95,1
BAGeL Radio,A,Death By Unga Bunga,Tell Me Why -Tell Me Why EP,,,,103,1
BAGeL Radio,A,Kitten Forever,Temple -7 Hearts,,,,99,1
BAGeL Radio,A,Thao & The Get Down Stay Down,Temple -Temple,,,,102,1
BAGeL Radio,A,Blake Babies,Temptation Eyes -Rosy Jack World (EP),,,,102,1
BAGeL Radio,A,Drakulas,Terminal Amusements -Terminal Amusements,,,,87,1
BAGeL Radio,A,Hash Redactor,Terri -Drecksound,,,,93,1
BAGeL Radio,A,Isaac Gracie,Terrified -Songs From My Bedroom,,,,100,1
BAGeL Radio,A,Two Hours Traffic,Territory -Territory,,,,78,1
BAGeL Radio,A,Ivy,Tess Don't Tell -In The Clear,,,,181,1
BAGeL Radio,A,Ty Segall,Thank God For Sinners -Twins,,,,74,1
BAGeL Radio,A,The Flaming Lips,Thank You -1984-1990,,,,106,1
BAGeL Radio,A,Led Zeppelin,Thank You -Led Zeppelin II,,,,119,1
BAGeL Radio,A,Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin) -Super Bad,,,,124,1
BAGeL Radio,A,Ty Segall,Thank You Mr. K -Ty Segall,,,,117,1
BAGeL Radio,A,The Limbos,Thank You Sir -Results! [EP],,,,72,1
BAGeL Radio,A,Kaiser Chiefs,"Thank You Very Much -Your's Truly, Angry Mob",,,,88,1
BAGeL Radio,A,The Bluetones,"Thank You, Not Today -The Bluetones",,,,128,1
BAGeL Radio,A,Caveman,Thankful -CoCo Beware,,,,103,1
BAGeL Radio,A,Cloud Cult,Thanks -The Meaning of 8,,,,93,1
BAGeL Radio,A,Bird Streets,Thanks For Calling -Bird Streets,,,,106,1
BAGeL Radio,A,Captain Sensible,Thanks For The Night -The Power Of Love,,,,107,1
BAGeL Radio,A,Panthers,Thanks For The Simulacra (MSTRKRFT remix) -TFTS single,,,,113,1
BAGeL Radio,A,Heaters,Thanksgiving I -Matterhorn,,,,123,1
BAGeL Radio,A,Heaters,Thanksgiving II -Matterhorn,,,,121,1
BAGeL Radio,A,Frank Turner,Thatcher Fucked The Kids -Campfire Punkrock (Bonus Tracks),,,,103,1
BAGeL Radio,A,The Moses Gun,The Air Inside Our House -Triage [EP],,,,122,1
BAGeL Radio,A,Simple Minds,The American -Sons and Fascination/Sister Feelings Call,,,,134,1
BAGeL Radio,A,Flat Worms,The Aughts -Antarctica,,,,102,1
BAGeL Radio,A,The Dandy Warhols,The Autumn Carnival -This Machine,,,,90,1
BAGeL Radio,A,Frank Turner,The Ballad Of Me And My Friends -Love Ire & Song,,,,83,1
BAGeL Radio,A,The Boy Bathing,The Beaches Meet The Sea -A Fire To Make Preparations,,,,87,1
BAGeL Radio,A,The Cure,The Blood -The Head On The Door,,,,74,1
BAGeL Radio,A,Belle and Sebastian,The Blues Are Still Blue -The Life Pursuit,,,,180,1
BAGeL Radio,A,Public Image Ltd.,The Body -Happy?,,,,127,1
BAGeL Radio,A,Shannon And The Clams,The Boy -Onion,,,,64,1
BAGeL Radio,A,The Libertines,The Boy Looked At Johnny -Up The Bracket,,,,101,1
BAGeL Radio,A,Thin Lizzy,The Boys Are Back In Town -Jailbreak,,,,107,1
BAGeL Radio,A,Paul Jacobs,The Boys are Back -Pink Dogs on the Green Grass,,,,165,1
BAGeL Radio,A,Ego Plum And The Ebola Music Orchestra,The Chinese Carnival Show -The Rat King,,,,125,1
BAGeL Radio,A,Western Addiction,The Church Of Black Flag -Cognicide,,,,105,1
BAGeL Radio,A,Exitmusic,The City -Passage,,,,117,1
BAGeL Radio,A,The Guns of Brixton,The Clash-London Calling,,,,73,1
BAGeL Radio,A,Science Fiction Double Feature / Over at the Frankenstein Place,The Clydes-At the Movies II,,,,227,2
BAGeL Radio,A,Vanishing Twin,The Conservation Of Energy -Choose You Own Adventure,,,,91,1
BAGeL Radio,A,Wonky Doll and the Echo,The Cut -Pleasant Thoughts,,,,108,1
BAGeL Radio,A,The Dead Weather,The Difference Between Us -Sea Of Cowards,,,,101,1
BAGeL Radio,A,KEN,The Dragon With The Bleeding Nose -Stop! Look! Sing Songs Of Revolutions!,,,,103,1
BAGeL Radio,A,The Cure,The End Of The World -The Cure,,,,126,1
BAGeL Radio,A,Dirty Pretty Things,The Enemy -Waterloo To Anywhere,,,,158,1
BAGeL Radio,A,Other Girls,The Facility -Perfect Cities,,,,92,1
BAGeL Radio,A,Salli Lunn,The First Cause (Radio Edit) -A Frame Of Reference,,,,144,1
BAGeL Radio,A,Spoon,The Fitted Shirt -Girls Can Tell,,,,102,1
BAGeL Radio,A,Band Of Horses,The Funeral (radio edit) -The Funeral (promo single),,,,108,1
BAGeL Radio,A,Voyager One,The Future Is Obsolete -Afterhours In The Afterlife,,,,86,1
BAGeL Radio,A,Tamaryn,The Garden -Tender New Signs,,,,119,1
BAGeL Radio,A,The Clientele,The Garden At Night -God Save The Clientele,,,,87,1
BAGeL Radio,A,Psychedelic Furs,The Ghost In You -Mirror Moves,,,,106,1
BAGeL Radio,A,The Coup,The Gods of Science -Sorry To Bother You,,,,110,1
BAGeL Radio,A,Warhaus,The Good Lie -We Fucked A Flame Into Being,,,,84,1
BAGeL Radio,A,Band Of Horses,The Great Salt Lake -Everything All The Time,,,,93,1
BAGeL Radio,A,Can I Leave Me Too?,The Greeting Committee-Dandelion,,,,82,1
BAGeL Radio,A,So It Must Be True,The Greeting Committee-Dandelion,,,,71,1
BAGeL Radio,A,Frightened Rabbit,The Greys -...Sing The Greys,,,,78,1
BAGeL Radio,A,London Calling,The Guns of Brixton  - The Clash,,,,346,3
BAGeL Radio,A,The Clash,The Guns of Brixton -London Calling,,,,61,1
BAGeL Radio,A,The Smiths,The Headmaster Ritual -Meat is Murder,,,,183,1
BAGeL Radio,A,Jenny,The High Water Marks-Proclaimer of Things,,,,194,2
BAGeL Radio,A,Proclaimer of Things,The High Water Marks-Proclaimer of Things,,,,75,1
BAGeL Radio,A,Frank Black,The Holiday Song -Frank Black Francis,,,,209,2
BAGeL Radio,A,Strange Lot,The Horror -Another Mind,,,,105,1
BAGeL Radio,A,Southern Mark Smith (Big Return),The Jazz Butcher-A Scandal in Bohemia / Sex & Travel,,,,99,1
BAGeL Radio,A,Dark Music From a Warm Place,The King of Want  - Erica Nockalls,,,,226,2
BAGeL Radio,A,Erica Nockalls,The King of Want -Dark Music From a Warm Place,,,,612,6
BAGeL Radio,A,"Half In, Half Out","The Kundalini Genie-Half In, Half Out",,,,71,1
BAGeL Radio,A,Motherfucker,"The Kundalini Genie-Half In, Half Out",,,,112,1
BAGeL Radio,A,Stupid Girl,"The Kundalini Genie-Half In, Half Out",,,,193,2
BAGeL Radio,A,Gringo Star,The Last Trace -The Sides and In Between,,,,94,1
BAGeL Radio,A,Dentist,The Latter -Night Swimming,,,,91,1
BAGeL Radio,A,The Dream Syndicate,The Longing (Radio Edit) -The Universe Inside,,,,109,1
BAGeL Radio,A,Caleb Landry Jones,The Loon -Gadzooks Vol. 1 ,,,,437,4
BAGeL Radio,A,The Love Again [Single],The Love Again  - Only Child Tyrant,,,,307,3
BAGeL Radio,A,Only Child Tyrant,The Love Again -The Love Again [Single],,,,286,3
BAGeL Radio,A,The Minor Leagues,"The Love That Never Was -This Story Is Old, I Know, But It Goes On",,,,106,1
BAGeL Radio,A,The Clash,The Magnificient Seven -Sandinista! (Disc 1 of 2),,,,220,2
BAGeL Radio,A,The Jam,The Modern World -Compact Snap,,,,112,1
BAGeL Radio,A,Hallelujah The Hills,The Mountain That Wanted More -A Band Is Something To Figure Out ,,,,122,1
BAGeL Radio,A,GASHCAT,"The Mystic, Naturally -Devil Kid Demos [EP]",,,,146,1
BAGeL Radio,A,Radiohead,The National Anthem -Kid A,,,,92,1
BAGeL Radio,A,Japandroids,The Nights of Wine and Roses -Celebration Rock,,,,100,1
BAGeL Radio,A,Warm Leatherette,The Normal-Warm Leatherette/T.V.O.D.,,,,222,2
BAGeL Radio,A,Trip Switch Lips,The Now  - Dead Anyway,,,,202,2
BAGeL Radio,A,Dead Anyway,The Now -Trip Switch Lips,,,,27,1
BAGeL Radio,A,Wolf Colony,The One -Unmasked,,,,179,1
BAGeL Radio,A,The Herms,The Organization -Get Firm,,,,144,1
BAGeL Radio,A,The Overload,The Overload  - Yard Act,,,,218,2
BAGeL Radio,A,Yard Act,The Overload -The Overload,,,,381,5
BAGeL Radio,A,It's Too Late To Go To Bed,The Parrots-Dos,,,,87,1
BAGeL Radio,A,You Work All Day And Then You Die,The Parrots-Dos,,,,70,1
BAGeL Radio,A,Radar Bros.,The Pilgrim -The Singing Hatchet,,,,124,1
BAGeL Radio,A,Palomar,The Planeiac -Palomar III: Revenge of Palomar,,,,117,1
BAGeL Radio,A,The Clash,The Prisoner -Clash On Broadway (Disc 1),,,,111,1
BAGeL Radio,A,Wooden Wand,The Pushers -James & The Quiet,,,,100,1
BAGeL Radio,A,The Queen Is Dead,The Queen Is Dead (tedit)  - The Smiths,,,,434,3
BAGeL Radio,A,The Smiths,The Queen Is Dead (tedit) -The Queen Is Dead,,,,74,1
BAGeL Radio,A,Salute Your Solution,The Raconteurs-Consolers of the Lonely,,,,80,1
BAGeL Radio,A,The Walkmen,The Rat -Bows and Arrows,,,,177,1
BAGeL Radio,A,The Dream Syndicate,The Regulator (Radio Edit) -The Universe Inside,,,,87,1
BAGeL Radio,A,Johnny Marr,The Right Thing Right -The Messenger,,,,144,1
BAGeL Radio,A,Audra Mae,The River -Haunt EP,,,,103,1
BAGeL Radio,A,Daytona,The Road -Daytona,,,,80,1
BAGeL Radio,A,Mother's Little Helper,The Rolling Stones-Flowers,,,,91,1
BAGeL Radio,A,Faces On Film,The Rule -Elite Lines,,,,79,1
BAGeL Radio,A,Pink Mountaintops,The Second Summer of Love -Get Back,,,,181,1
BAGeL Radio,A,Wake The President,The Security Place -You Can't Change That Boy,,,,116,1
BAGeL Radio,A,The Who,The Seeker -The Seeker/Here For More,,,,115,1
BAGeL Radio,A,Rock Me Baby,The Shivas-Feels So Good // Feels So Bad,,,,208,2
BAGeL Radio,A,Undone,The Shivas-Feels So Good // Feels So Bad,,,,131,1
BAGeL Radio,A,Fist City,The Smell -Everything is a Mess,,,,86,1
BAGeL Radio,A,The Queen Is Dead (tedit),The Smiths-The Queen Is Dead,,,,77,1
BAGeL Radio,A,Potty Mouth,The Spins -Hell Bent,,,,93,1
BAGeL Radio,A,Ezra Furman & The Harpoons,The Stakes Are High -Inside The Human Body,,,,408,3
BAGeL Radio,A,Trying Your Luck,The Strokes-Is This It?,,,,92,1
BAGeL Radio,A,The Wendys,The Sun's Going To Shine For Me Soon -Gobbledygook,,,,111,1
BAGeL Radio,A,Elbow,The Take Off And Landing Of Everything -The Take Off And Landing Of Everything,,,,103,1
BAGeL Radio,A,The Witness,The Trilogy (Tedit)  - SUUNS,,,,275,2
BAGeL Radio,A,SUUNS,The Trilogy (Tedit) -The Witness,,,,414,4
BAGeL Radio,A,Jeff The Brotherhood,The Tropics -Heavy Days,,,,133,1
BAGeL Radio,A,I LIKE TRAINS,The Truth -KOMPROMAT,,,,120,1
BAGeL Radio,A,Never Available,The Umbrellas-The Umbrellas,,,,109,1
BAGeL Radio,A,Spoon,The Underdog -Ga Ga Ga Ga Ga,,,,134,1
BAGeL Radio,A,Guided By Voices,The Unsinkable Fats Domino -Let's Go Eat The Factory,,,,90,1
BAGeL Radio,A,The Sadies,The Very Begining -Internal Sounds,,,,197,1
BAGeL Radio,A,Arctic Monkeys,"The View From The Afternoon -Whatever People Say I Am, That's What I'm Not",,,,106,1
BAGeL Radio,A,New Order,"The Village -Power, Corruption & Lies",,,,130,1
BAGeL Radio,A,Everyone Thinks He Looks Daft,The Wedding Present-George Best Plus,,,,234,2
BAGeL Radio,A,The Arcade Fire,The Well And The Lighthouse -Neon Bible,,,,95,1
BAGeL Radio,A,Downtown/Union,The Widowmaker And The Commandant -Aurora Ahora,,,,133,1
BAGeL Radio,A,The Veils,The Wild Son -The Runaway Found,,,,107,1
BAGeL Radio,A,The Fall,The Wright Stuff -Reformation Post TLC,,,,105,1
BAGeL Radio,A,Filigree & Shadow,The jeweller  - This Mortal Coil,,,,224,2
BAGeL Radio,A,This Mortal Coil,The jeweller -Filigree & Shadow,,,,34,1
BAGeL Radio,A,ID/PSA,TheGirls09-jingle -ID/PSA,,,,62,1
BAGeL Radio,A,Loquat,There Is A Light That Never Goes Out -Before The Momentum,,,,137,1
BAGeL Radio,A,The La's,There She Goes -The La's,,,,99,1
BAGeL Radio,A,Pop Will Eat Itself,There's No Love Between Us Anymore -Box Frenzy,,,,96,1
BAGeL Radio,A,Motel Beds,These Are The Days Gone By -These Are The Days Gone By,,,,96,1
BAGeL Radio,A,Times New Viking,These Days -Born Again Revisited,,,,75,1
BAGeL Radio,A,Kaleida,Think -Think,,,,155,1
BAGeL Radio,A,Kutosis,This Avalanche Is -Dream It Away,,,,100,1
BAGeL Radio,A,En Attendant Ana,This Could Be -Lost and Found,,,,114,1
BAGeL Radio,A,A Way Forward,This Fractured Mind  - Nation Of Language,,,,258,2
BAGeL Radio,A,Nation Of Language,This Fractured Mind -A Way Forward,,,,679,6
BAGeL Radio,A,Deeper,This Heat -Auto-Pain,,,,247,2
BAGeL Radio,A,Coco Hames,This House Ain't a Home -Coco Hames,,,,102,1
BAGeL Radio,A,The Clash,"This Is Radio Clash -Story of the Clash, Volume 1 (Disc 1)",,,,129,1
BAGeL Radio,A,Bloc Party,This Modern Love -Silent Alarm,,,,119,1
BAGeL Radio,A,Trevor Childs,This Modern World -Terrified,,,,109,1
BAGeL Radio,A,The jeweller,This Mortal Coil-Filigree & Shadow,,,,105,1
BAGeL Radio,A,Obits,This Must Be Done -Bed & Bugs,,,,165,1
BAGeL Radio,A,Superchunk,"This Summer -\""This Summer\"" b/w \""Cruel Summer\""",,,,92,1
BAGeL Radio,A,Hurricane Bells,This Year -Tonight Is The Ghost,,,,106,1
BAGeL Radio,A,Unknown Mortal Orchestra,Thought Ballune -Unknown Mortal Orchestra,,,,100,1
BAGeL Radio,A,LIFE,Thoughts -A Picture of Good Health,,,,143,1
BAGeL Radio,A,Innaway,Threathawk -Innaway,,,,197,1
BAGeL Radio,A,Buffalo Tom,Three Easy Pieces -Three Easy Pieces,,,,159,1
BAGeL Radio,A,Us & Us Only,Thrones -Bored Crusader,,,,100,1
BAGeL Radio,A,Asobi Seksu,Thursday -Citrus,,,,128,1
